Active metal,Shape,Electrode support,Particle size (nm),Potential (V vs. RHE),Anion of Electrolyte ,[C] of Anion (M),Cation of Electrolyte ,[C] of Cation (M),Membrane,H2,CO,C1,C2+,sum,< 70,Paper
CuxO,Nanocrystal,Cu,10,-0.72,K+,0.1,HCO3-,0.1,Proton exchange membrane,73.97350993,5.321336761,0.461538462,2.081081081,81.83746623,FALSE,Investigating the Origin of Enhanced C2+ Selectivity in Oxide-/Hydroxide-Derived Copper Electrodes during CO2 Electroreduction
CuxO,Nanocrystal,Cu,10,-0.87,K+,0.1,HCO3-,0.1,Proton exchange membrane,35.23178808,7.866323907,0.461538462,30.45945946,74.01910991,FALSE,
CuxO,Nanocrystal,Cu,10,-0.9,K+,0.1,HCO3-,0.1,Proton exchange membrane,37.54966887,4.164524422,3.538461538,36.7027027,81.95535753,FALSE,
CuxO,Nanocrystal,Cu,10,-1.1,K+,0.1,HCO3-,0.1,Proton exchange membrane,28.11258278,0.879177378,4.769230769,60.54054054,94.30153147,FALSE,
CuxO,Nanocrystal,Cu,10,-1.05,K+,0.1,HCO3-,0.1,Proton exchange membrane,21.65562914,1.249357326,2.923076923,68.2972973,94.12536069,FALSE,
CuxO,Nanocrystal,Cu,10,-1.09,K+,0.1,HCO3-,0.1,Proton exchange membrane,30.92715232,0.925449871,5.230769231,66.97297297,104.0563444,FALSE,
CuxO,Nanocrystal,Cu,10,-1.21,K+,0.1,HCO3-,0.1,Proton exchange membrane,31.09271523,0.925449871,13.23076923,57.89189189,103.1408262,FALSE,
Cu(OH)2,Needle,Cu,10,-0.72,K+,0.1,HCO3-,0.1,Proton exchange membrane,55.92715232,8.329048843,0.615384615,4.72972973,69.60131551,TRUE,
Cu(OH)2,Needle,Cu,10,-0.83,K+,0.1,HCO3-,0.1,Proton exchange membrane,46.82119205,8.005141388,0.307692308,17.40540541,72.53943116,FALSE,
Cu(OH)2,Needle,Cu,10,-0.93,K+,0.1,HCO3-,0.1,Proton exchange membrane,36.05960265,4.395886889,0.461538462,42,82.917028,FALSE,
Cu(OH)2,Needle,Cu,10,-1,K+,0.1,HCO3-,0.1,Proton exchange membrane,29.27152318,2.730077121,2.461538462,49,83.46313876,FALSE,
Cu(OH)2,Needle,Cu,10,-1.03,K+,0.1,HCO3-,0.1,Proton exchange membrane,27.1192053,1.434447301,1.538461538,62.43243243,92.52454657,FALSE,
Cu(OH)2,Needle,Cu,10,-1.12,K+,0.1,HCO3-,0.1,Proton exchange membrane,30.59602649,0.925449871,3.076923077,58.83783784,93.43623728,FALSE,
Cu(OH)2,Needle,Cu,10,-1.17,K+,0.1,HCO3-,0.1,Proton exchange membrane,27.1192053,1.017994859,2.307692308,62.43243243,92.8773249,FALSE,
CuxO,Cube,Carbon paper,112,-0.45,K+,0.5,HCO3-,0.5,AnIon exchange membrane,36.6652117,24.00698385,7.420340463,26.40768223,94.50021824,FALSE,Selective Increase in CO2 Electroreduction to Ethanol Activity at Nanograin-Boundary-Rich Mixed Cu(I)/Cu(0) Sites via Enriching Co-Adsorbed CO and Hydroxyl Species
CuxO,Cube,Carbon paper,112,-0.55,K+,0.5,HCO3-,0.5,AnIon exchange membrane,27.06241816,22.4792667,9.384548232,36.6652117,95.59144479,FALSE,
CuxO,Cube,Carbon paper,112,-0.65,K+,0.5,HCO3-,0.5,AnIon exchange membrane,23.78873854,14.84068093,10.03928416,48.88694893,97.55565256,FALSE,
CuxO,Cube,Carbon paper,112,-0.75,K+,0.5,HCO3-,0.5,AnIon exchange membrane,20.29681362,10.03928416,7.202095155,61.76342209,99.30161503,FALSE,
CuxO,Cube,Carbon paper,112,-0.85,K+,0.5,HCO3-,0.5,AnIon exchange membrane,23.78873854,8.293321694,6.983849847,58.48974247,97.55565255,FALSE,
CuxO,Cube,Carbon paper,112,-0.95,K+,0.5,HCO3-,0.5,AnIon exchange membrane,30.55434308,7.202095155,5.674378001,54.77957224,98.21038848,FALSE,
CuxO,Cube,Carbon paper,112,-1.05,K+,0.5,HCO3-,0.5,AnIon exchange membrane,38.19292885,5.892623309,5.892623309,49.10519424,99.08336971,FALSE,
CuxO,Cube,Carbon paper,112,-1.15,K+,0.5,HCO3-,0.5,AnIon exchange membrane,45.39502401,5.674378001,4.80139677,43.21257093,99.08336971,FALSE,
CuxO,Cube,Carbon paper,112,-1.25,K+,0.5,HCO3-,0.5,AnIon exchange membrane,51.72413793,4.583151462,2.837189,39.06591008,98.21038847,FALSE,
Cu,Nano-octahedra,Glassy carbon,75,-1.15,K+,0.1,HCO3-,0.1,AnIon exchange membrane,37.84886416,15.29902643,36.85674548,9.040333797,99.04496987,FALSE,Size dependent selectivity of Cu Nano-octahedra catalysts for the electrochemical reduction of CO2 to CH4
Cu,Nano-octahedra,Glassy carbon,75,-1.25,K+,0.1,HCO3-,0.1,AnIon exchange membrane,26.72229949,1.159017153,57.95085767,12.28558183,98.11775614,FALSE,
Cu,Nano-octahedra,Glassy carbon,75,-1.35,K+,0.1,HCO3-,0.1,AnIon exchange membrane,41.55771905,1.159017153,44.73806212,4.404265183,91.85906351,FALSE,
Cu,Nano-octahedra,Glassy carbon,150,-1.15,K+,0.1,HCO3-,0.1,AnIon exchange membrane,71.69216504,7.185906351,17.15345387,1.390820584,97.42234585,FALSE,
Cu,Nano-octahedra,Glassy carbon,150,-1.25,K+,0.1,HCO3-,0.1,AnIon exchange membrane,39.47148818,3.708854891,44.73806212,7.185906351,95.10431154,FALSE,
Cu,Nano-octahedra,Glassy carbon,150,-1.35,K+,0.1,HCO3-,0.1,AnIon exchange membrane,60.56560037,3.24524803,28.04821511,1.622624015,93.48168753,FALSE,
Cu,Nano-octahedra,Glassy carbon,310,-1.15,K+,0.1,HCO3-,0.1,AnIon exchange membrane,86.52758461,2.086230876,2.086230876,0.927213723,91.62726009,FALSE,
Cu,Nano-octahedra,Glassy carbon,310,-1.25,K+,0.1,HCO3-,0.1,AnIon exchange membrane,84.90496059,1.854427446,3.940658322,0.695410292,91.39545665,FALSE,
Cu,Nano-octahedra,Glassy carbon,310,-1.35,K+,0.1,HCO3-,0.1,AnIon exchange membrane,65.43347242,2.549837738,17.15345387,1.390820584,86.52758461,FALSE,
CuxO,Nanoparticle,Cu,75,-0.64,K+,0.5,HCO3-,0.5,Ion exchange membrane,64.1,4.5,27.1,0,95.7,FALSE,Electroreduction of CO2 to Formate on a Copper-Based Electrocatalyst at High Pressures with High Energy Conversion Efficiency
CuxO,Nanoparticle,Cu,75,-0.84,K+,0.5,HCO3-,0.5,Ion exchange membrane,65.5,3.5,19.4,5.2,93.6,FALSE,
CuxO,Nanoparticle,Cu,75,-1.04,K+,0.5,HCO3-,0.5,Ion exchange membrane,68.9,2,25,6.9,102.8,FALSE,
CuxO,Nanoparticle,Cu,75,-1.24,K+,0.5,HCO3-,0.5,Ion exchange membrane,77.8,0.3,17.1,5.7,100.9,FALSE,
Cu,Nanowire,Cu,25,-0.195,K+,0.1,HCO3-,0.1,AnIon exchange membrane,63,30,7,0,100,FALSE,Mechanistic Insights for Low-Overpotential Electroreduction of CO2 to CO on Copper Nanowires
Cu,Nanowire,Cu,25,-0.295,K+,0.1,HCO3-,0.1,AnIon exchange membrane,29,62,9,0,100,FALSE,
Cu,Nanowire,Cu,25,-0.395,K+,0.1,HCO3-,0.1,AnIon exchange membrane,30,62,8,0,100,FALSE,
Cu,Nanowire,Cu,25,-0.495,K+,0.1,HCO3-,0.1,AnIon exchange membrane,19,54,25,2,100,FALSE,
Cu,Nanowire,Cu,36,-0.495,K+,0.1,HCO3-,0.1,AnIon exchange membrane,77.02407002,21.76724138,16.39240506,0.45,115.6337165,FALSE,
Cu,Nanowire,Cu,36,-0.395,K+,0.1,HCO3-,0.1,AnIon exchange membrane,68.05251641,24.78448276,9.113924051,0,101.9509232,FALSE,
Cu,Nanowire,Cu,36,-0.295,K+,0.1,HCO3-,0.1,AnIon exchange membrane,66.52078775,23.70689655,4.113924051,0,94.34160835,FALSE,
Cu,Nanowire,Cu,36,-0.195,K+,0.1,HCO3-,0.1,AnIon exchange membrane,89.49671772,17.45689655,1.898734177,0,108.8523484,FALSE,
Cu,Nanowire,Cu,31,-0.495,K+,0.1,HCO3-,0.1,AnIon exchange membrane,70.89715536,12.5,9.367088608,0.2,92.96424397,FALSE,
Cu,Nanowire,Cu,31,-0.395,K+,0.1,HCO3-,0.1,AnIon exchange membrane,76.1487965,9.913793103,6.139240506,0,92.20183011,FALSE,
Cu,Nanowire,Cu,31,-0.295,K+,0.1,HCO3-,0.1,AnIon exchange membrane,67.61487965,7.974137931,3.670886076,0,79.25990366,FALSE,
Cu,Nanowire,Cu,31,-0.195,K+,0.1,HCO3-,0.1,AnIon exchange membrane,66.30196937,4.956896552,7.151898734,0,78.41076466,FALSE,
Cu,Nanowire,Cu,47,-0.495,K+,0.1,HCO3-,0.1,AnIon exchange membrane,87.30853392,6.034482759,3.291139241,0,96.63415592,FALSE,
Cu,Nanowire,Cu,47,-0.395,K+,0.1,HCO3-,0.1,AnIon exchange membrane,74.83588621,3.663793103,1.64556962,0,80.14524893,FALSE,
Cu,Nanowire,Cu,47,-0.295,K+,0.1,HCO3-,0.1,AnIon exchange membrane,76.80525164,2.586206897,0.632911392,0,80.02436993,FALSE,
Cu,Nanowire,Cu,47,-0.195,K+,0.1,HCO3-,0.1,AnIon exchange membrane,73.96061269,2.586206897,0,0,76.54681959,FALSE,
Cu,Nanowire,Cu,54,-0.495,K+,0.1,HCO3-,0.1,AnIon exchange membrane,87.30853392,3.017241379,7.151898734,0,97.47767403,FALSE,
Cu,Nanowire,Cu,54,-0.395,K+,0.1,HCO3-,0.1,AnIon exchange membrane,85.33916849,2.370689655,6.518987342,0,94.22884549,FALSE,
Cu,Nanowire,Cu,54,-0.295,K+,0.1,HCO3-,0.1,AnIon exchange membrane,97.37417943,1.077586207,4.683544304,0,103.1353099,FALSE,
Cu,Nanoparticle,Carbon paper,6.7,-0.87,K+,0.1,HCO3-,0.1,AnIon exchange membrane,61.2,10.5,16.2,12.1,100,FALSE,Copper Nanoparticle ensembles for selective electroreduction of CO2 to C2姣廋3 products
Cu,Cube,Carbon plate,25,-0.57,K+,0.1,HCO3-,0.1,AnIon exchange membrane,73.6,15.2,6.4,4.8,100,FALSE,
Cu,Cube,Carbon plate,25,-0.66,K+,0.1,HCO3-,0.1,AnIon exchange membrane,56.7,18.2,14.6,10.5,100,FALSE,
Cu,Cube,Carbon plate,25,-0.75,K+,0.1,HCO3-,0.1,AnIon exchange membrane,49.3,14.3,13.6,22.7,99.9,FALSE,
Cu,Cube,Carbon plate,25,-0.78,K+,0.1,HCO3-,0.1,AnIon exchange membrane,40.4,9.1,11.3,39.2,100,FALSE,
Cu,Cube,Carbon plate,25,-0.81,K+,0.1,HCO3-,0.1,AnIon exchange membrane,35.7,6.6,8.9,48.8,100,FALSE,
Cu,Cube,Carbon plate,25,-0.86,K+,0.1,HCO3-,0.1,AnIon exchange membrane,37.5,2,5.3,55.1,99.9,FALSE,
Cu,Cube,Carbon plate,25,-0.89,K+,0.1,HCO3-,0.1,AnIon exchange membrane,40.2,1,12,46.8,100,FALSE,
Cu,Cube,Carbon plate,25,-0.53,Cs+,0.1,HCO3-,0.1,AnIon exchange membrane,69.5,20.3,5.1,5,99.9,FALSE,
Cu,Cube,Carbon plate,25,-0.57,Cs+,0.1,HCO3-,0.1,AnIon exchange membrane,54.5,24.3,12.9,8.4,100.1,FALSE,
Cu,Cube,Carbon plate,25,-0.62,Cs+,0.1,HCO3-,0.1,AnIon exchange membrane,42.4,23.2,19.6,14.8,100,FALSE,
Cu,Cube,Carbon plate,25,-0.66,Cs+,0.1,HCO3-,0.1,AnIon exchange membrane,41,16.8,18.3,23.9,100,FALSE,
Cu,Cube,Carbon plate,25,-0.73,Cs+,0.1,HCO3-,0.1,AnIon exchange membrane,39.5,7.7,10.2,42.6,100,FALSE,
Cu,Cube,Carbon plate,25,-0.75,Cs+,0.1,HCO3-,0.1,AnIon exchange membrane,43,3,4.7,49.3,100,FALSE,
Cu,Cube,Carbon plate,25,-0.79,Cs+,0.1,HCO3-,0.1,AnIon exchange membrane,52.3,1.6,3.1,43,100,FALSE,
CuxO,Nanoparticle,Carbon paper,75,-0.229,K+,0.5,HCO3-,0.5,CatIon exchange membrane,0,0.209643606,0.628930818,0,0.838574424,TRUE,Insights into an autonomously formed oxygen-evacuated Cu2O electrode for the selective production of C2H4 from CO2
CuxO,Nanoparticle,Carbon paper,75,-0.33,K+,0.5,HCO3-,0.5,CatIon exchange membrane,15.30398323,5.241090147,5.241090147,0,25.78616352,TRUE,
CuxO,Nanoparticle,Carbon paper,75,-0.428,K+,0.5,HCO3-,0.5,CatIon exchange membrane,35.01048218,5.241090147,5.241090147,0.838574423,46.3312369,TRUE,
CuxO,Nanoparticle,Carbon paper,75,-0.528,K+,0.5,HCO3-,0.5,CatIon exchange membrane,33.12368973,10.6918239,10.90146751,1.467505241,56.18448638,TRUE,
CuxO,Nanoparticle,Carbon paper,75,-0.629,K+,0.5,HCO3-,0.5,CatIon exchange membrane,33.96226415,15.72327044,15.72327044,5.031446541,70.44025157,FALSE,
CuxO,Nanoparticle,Carbon paper,75,-0.727,K+,0.5,HCO3-,0.5,CatIon exchange membrane,45.91194969,21.17400419,21.5932914,7.1278826,95.80712788,FALSE,
CuxO,Nanoparticle,Carbon paper,75,-0.828,K+,0.5,HCO3-,0.5,CatIon exchange membrane,49.8951782,12.78825996,12.99790356,10.48218029,86.16352201,FALSE,
CuxO,Nanoparticle,Carbon paper,75,-0.928,K+,0.5,HCO3-,0.5,CatIon exchange membrane,58.90985325,10.06289308,10.6918239,15.30398323,94.96855346,FALSE,
CuxO,Nanoparticle,Carbon paper,75,-1.026,K+,0.5,HCO3-,0.5,CatIon exchange membrane,59.11949686,6.07966457,6.498951782,23.48008386,95.17819707,FALSE,
CuxO,Nanoparticle,Carbon paper,75,-1.127,K+,0.5,HCO3-,0.5,CatIon exchange membrane,60.7966457,5.241090147,5.870020964,25.57651992,97.48427673,FALSE,
CuxO,Nanoparticle,Carbon paper,75,-1.23,K+,0.5,HCO3-,0.5,CatIon exchange membrane,55.55555556,4.402515723,7.547169811,24.31865828,91.82389937,FALSE,
CuxO,Nanoparticle,Carbon paper,75,-1.328,K+,0.5,HCO3-,0.5,CatIon exchange membrane,60.16771488,1.886792453,4.612159329,23.89937107,90.56603773,FALSE,
CuxO,Nanoparticle,Carbon paper,75,-1.426,K+,0.5,HCO3-,0.5,CatIon exchange membrane,51.57232704,1.257861635,12.15932914,22.43186583,87.42138365,FALSE,
CuxO,Nanoparticle,Carbon paper,75,-1.529,K+,0.5,HCO3-,0.5,CatIon exchange membrane,55.55555556,1.048218029,6.07966457,21.17400419,83.85744235,FALSE,
CuxO,Nanoparticle,Carbon paper,75,-1.627,K+,0.5,HCO3-,0.5,CatIon exchange membrane,55.55555556,0,4.402515723,20.54507338,80.50314466,FALSE,
CuxO,Nanoparticle,Carbon paper,75,-1.725,K+,0.5,HCO3-,0.5,CatIon exchange membrane,61.42557652,0,4.192872117,19.91614256,85.5345912,FALSE,
Cu,Nanoparticle,Carbon paper,160,-0.428,K+,0.5,HCO3-,0.5,CatIon exchange membrane,88.84892086,1.438848921,4.316546763,0,94.60431654,FALSE,
Cu,Nanoparticle,Carbon paper,160,-0.528,K+,0.5,HCO3-,0.5,CatIon exchange membrane,84.5323741,3.237410072,6.834532374,0,94.60431655,FALSE,
Cu,Nanoparticle,Carbon paper,160,-0.629,K+,0.5,HCO3-,0.5,CatIon exchange membrane,68.52517986,4.856115108,26.79856115,0.35971223,100.5395683,FALSE,
Cu,Nanoparticle,Carbon paper,160,-0.727,K+,0.5,HCO3-,0.5,CatIon exchange membrane,67.26618705,7.374100719,26.43884892,0.899280576,101.9784173,FALSE,
Cu,Nanoparticle,Carbon paper,160,-0.828,K+,0.5,HCO3-,0.5,CatIon exchange membrane,48.02158273,10.97122302,32.01438849,4.676258993,95.68345323,FALSE,
Cu,Nanoparticle,Carbon paper,160,-0.928,K+,0.5,HCO3-,0.5,CatIon exchange membrane,45.86330935,6.115107914,39.92805755,5.035971223,96.94244604,FALSE,
Cu,Nanoparticle,Carbon paper,160,-1.026,K+,0.5,HCO3-,0.5,CatIon exchange membrane,42.44604317,2.877697842,43.52517986,7.014388489,95.86330936,FALSE,
Cu,Nanoparticle,Carbon paper,160,-1.127,K+,0.5,HCO3-,0.5,CatIon exchange membrane,35.97122302,2.158273381,53.23741007,6.294964029,97.6618705,FALSE,
Cu,Nanoparticle,Carbon paper,160,-1.23,K+,0.5,HCO3-,0.5,CatIon exchange membrane,31.65467626,1.438848921,55.57553957,6.474820144,95.1438849,FALSE,
Cu,Nanoparticle,Carbon paper,160,-1.328,K+,0.5,HCO3-,0.5,CatIon exchange membrane,33.63309353,0,57.73381295,9.712230216,101.0791367,FALSE,
Cu,Nanoparticle,Carbon paper,160,-1.426,K+,0.5,HCO3-,0.5,CatIon exchange membrane,39.20863309,0,55.03597122,5.755395683,99.99999999,FALSE,
Cu,Nanoparticle,Carbon paper,160,-1.529,K+,0.5,HCO3-,0.5,CatIon exchange membrane,25.89928058,0,63.1294964,5.755395683,94.78417266,FALSE,
Cu,Nanoparticle,Carbon paper,160,-1.627,K+,0.5,HCO3-,0.5,CatIon exchange membrane,58.99280576,0,38.66906475,3.237410072,100.8992806,FALSE,
Cu,Nanoparticle,Carbon paper,160,-1.725,K+,0.5,HCO3-,0.5,CatIon exchange membrane,61.8705036,0,27.87769784,5.215827338,94.96402878,FALSE,
Cu,Nanowire,Cu,24,-0.195,K+,0.1,HCO3-,0.1,AnIon exchange membrane,63.57758621,29.5,7.19,1.71,101.9775862,FALSE,Highly Dense Cu Nanowires for Low-Overpotential CO 2 Reduction
Cu,Nanowire,Cu,24,-0.295,K+,0.1,HCO3-,0.1,AnIon exchange membrane,54.74137931,61.19,8.79,0.7,125.4213793,FALSE,
Cu,Nanowire,Cu,24,-0.395,K+,0.1,HCO3-,0.1,AnIon exchange membrane,55.60344828,61.78,7.5,0.62,125.5034483,FALSE,
Cu,Nanowire,Cu,24,-0.495,K+,0.1,HCO3-,0.1,AnIon exchange membrane,54.74137931,53.25,25.43,2.84,136.2613793,FALSE,
Cu,Nanowire,Cu,24,-0.595,K+,0.1,HCO3-,0.1,AnIon exchange membrane,38.36206897,15.99,30.72,8.47,93.54206897,FALSE,
Cu,Nanowire,Cu,24,-0.695,K+,0.1,HCO3-,0.1,AnIon exchange membrane,17.24137931,4.97,18.05,24.95,65.21137931,TRUE,
Cu,Nanowire,Cu,24,-0.795,K+,0.1,HCO3-,0.1,AnIon exchange membrane,23.49137931,2.49,9.6,26.55,62.13137931,TRUE,
Cu,Nanowire,Cu,24,-0.895,K+,0.1,HCO3-,0.1,AnIon exchange membrane,27.80172414,0.9,3.6,22.97,55.27172414,TRUE,
Cu,Nanowire,Cu,24,-0.995,K+,0.1,HCO3-,0.1,AnIon exchange membrane,38.57758621,0.58,1.37,16.24,56.76758621,TRUE,
Cu,Nanowire,Cu,73,-0.195,K+,0.1,HCO3-,0.1,AnIon exchange membrane,93.40909091,2.954545455,7.727272727,10.45454545,114.5454545,FALSE,
Cu,Nanowire,Cu,73,-0.295,K+,0.1,HCO3-,0.1,AnIon exchange membrane,80.68181818,2.954545455,13.18181818,9.090909091,105.9090909,FALSE,
Cu,Nanowire,Cu,73,-0.395,K+,0.1,HCO3-,0.1,AnIon exchange membrane,80.45454545,2.045454545,17.27272727,6.590909091,106.3636364,FALSE,
Cu,Nanowire,Cu,73,-0.495,K+,0.1,HCO3-,0.1,AnIon exchange membrane,77.72727273,2.954545455,13.63636364,5,99.31818183,FALSE,
Cu,Nanowire,Cu,73,-0.595,K+,0.1,HCO3-,0.1,AnIon exchange membrane,64.54545455,6.136363636,20.68181818,3.409090909,94.77272728,FALSE,
Cu,Nanowire,Cu,73,-0.695,K+,0.1,HCO3-,0.1,AnIon exchange membrane,89.09090909,3.181818182,2.272727273,0,94.54545455,FALSE,
Cu,Nanowire,Cu,73,-0.795,K+,0.1,HCO3-,0.1,AnIon exchange membrane,98.18181818,2.5,2.727272727,0.227272727,103.6363636,FALSE,
Cu,Nanowire,Cu,73,-0.895,K+,0.1,HCO3-,0.1,AnIon exchange membrane,88.86363636,0,0.454545455,0.909090909,90.22727272,FALSE,
Cu,Nanowire,Cu,73,-0.995,K+,0.1,HCO3-,0.1,AnIon exchange membrane,93.40909091,0.909090909,0.454545455,1.818181818,96.59090909,FALSE,
Cu,Nanoparticle,Cu,74,-1.1,K+,0.1,ClO4-,0.1,Proton exchange membrane,29.06197655,33.7520938,1.005025126,36.09715243,99.91624791,FALSE,The importance of surface morphology in controlling the selectivity of polycrystalline copper for CO2 electroreduction
Cu,Needle,Cu,150,-1.1,K+,0.1,HCO3-,0.1,Proton exchange membrane,26.8,5.3,10.9,57,100,FALSE,Carbon dioxide electroreduction to C2 products over copper-cuprous oxide derived from electrosynthesized copper complex
Cu,Needle,Cu,150,-1.2,K+,0.1,HCO3-,0.1,Proton exchange membrane,29.7,4.9,11.1,54.3,100,FALSE,Accelerating CO2 Electroreduction to Multicarbon Products via Synergistic Electric-Thermal Field on Copper NanoNeedles
Cu,Needle,Cu,150,-1.3,K+,0.1,HCO3-,0.1,Proton exchange membrane,31.4,4.3,12.2,52.2,100.1,FALSE,
Cu,Needle,Cu,150,-1.4,K+,0.1,HCO3-,0.1,Proton exchange membrane,36.3,3.8,12,48,100.1,FALSE,
Cu,Needle,Cu,150,-1.5,K+,0.1,HCO3-,0.1,Proton exchange membrane,42.3,3.8,10.8,43.1,100,FALSE,
Cu,Needle,Cu,150,-1.6,K+,0.1,HCO3-,0.1,Proton exchange membrane,45.5,3.8,10.4,40.3,100,FALSE,
Cu,Needle,Cu,150,-1.7,K+,0.1,HCO3-,0.1,Proton exchange membrane,47,3.6,10,39.1,99.7,FALSE,
Cu,Nanoparticle,Cu,20,-0.7,K+,0.1,HCO3-,0.1,AnIon exchange membrane,83.05,1.73,5.06,0,89.84,FALSE,
Cu,Nanoparticle,Cu,20,-0.8,K+,0.1,HCO3-,0.1,AnIon exchange membrane,80.47,4.86,4.54,0.2,90.07,FALSE,CO2 Electroreduction with Enhanced Ethylene and Ethanol Selectivity by Nanostructuring Polycrystalline Copper
Cu,Nanoparticle,Cu,20,-0.9,K+,0.1,HCO3-,0.1,AnIon exchange membrane,71.28,6.77,9.89,9.5,97.44,FALSE,
Cu,Nanoparticle,Cu,20,-1,K+,0.1,HCO3-,0.1,AnIon exchange membrane,68.14,3.74,6.96,12.97,91.81,FALSE,
Cu,Nanoparticle,Cu,20,-1.1,K+,0.1,HCO3-,0.1,AnIon exchange membrane,56.68,2.92,18.64,15.17,93.41,FALSE,
